month,compare_month,country_key,country_label,source_key,source_label,gmv_prev,gmv_cur,old_gmv_prev,old_gmv_cur,new_gmv_prev,new_gmv_cur,orders_total_prev,orders_total_cur,orders_success_prev,orders_success_cur,success_users_prev,success_users_cur,success_rate_prev,success_rate_cur,new_users_prev,new_users_cur,repurchase_rate_prev,repurchase_rate_cur,retention_rate_prev,retention_rate_cur,conversion_rate_prev,conversion_rate_cur
2026-05,2026-04,巴西,巴西,易付全球(小程序),易付全球(小程序),22186,26057,18364,22797,3821,3260,610,701,487,563,233,282,0.7983606557377049,0.8031383737517832,79,76,0.656084656084656,0.7124463519313304,0.6029411764705882,0.5740740740740741,0.5063291139240507,0.5526315789473685
2026-05,2026-04,巴西,巴西,easy大马生活(公众号),easy大马生活(公众号),0,0,0,0,0,0,0,2,0,0,0,0,,0.0,0,0,,,,,,
2026-05,2026-04,巴西,巴西,易付全球(公众号),易付全球(公众号),13489,13301,9347,10314,4142,2987,356,354,273,273,149,158,0.7668539325842697,0.7711864406779662,69,61,0.49230769230769234,0.5100671140939598,0.463768115942029,0.41379310344827586,0.6376811594202898,0.5245901639344263
2026-05,2026-04,巴西,巴西,easy大马生活(小程序),easy大马生活(小程序),0,0,0,0,0,0,1,0,0,0,0,0,0.0,,1,1,,,,,0.0,0.0
2026-05,2026-04,巴西,巴西,e付全酋(小程序),e付全酋(小程序),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,巴西,巴西,支付宝小程序,支付宝小程序,544,301,363,301,180,0,16,7,13,7,4,3,0.8125,1.0,1,0,0.3333333333333333,0.75,0.0,1.0,0.0,
2026-05,2026-04,巴西,巴西,e付全酋(公众号),e付全酋(公众号),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,巴西,巴西,公众号,公众号,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,埃及,埃及,__ALL__,来源汇总,20224,23390,17723,21055,2501,2335,654,703,578,582,167,158,0.8837920489296636,0.8278805120910384,95,106,0.5823529411764706,0.5568862275449101,0.48,0.42857142857142855,0.3684210526315789,0.16981132075471697
2026-05,2026-04,埃及,埃及,易付全球(小程序),易付全球(小程序),12171,13221,11100,11949,1071,1272,416,471,367,372,111,112,0.8822115384615384,0.7898089171974523,61,83,0.5785123966942148,0.5315315315315315,0.5333333333333333,0.2631578947368421,0.29508196721311475,0.1566265060240964
2026-05,2026-04,埃及,埃及,easy大马生活(公众号),easy大马生活(公众号),0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,,,,0.0,
2026-05,2026-04,埃及,埃及,易付全球(公众号),易付全球(公众号),7086,7511,6132,6682,954,829,216,199,191,178,50,42,0.8842592592592593,0.8944723618090452,25,20,0.5909090909090909,0.46,0.2222222222222222,0.3333333333333333,0.4,0.25
2026-05,2026-04,埃及,埃及,easy大马生活(小程序),easy大马生活(小程序),42,338,0,338,42,0,4,7,4,7,3,3,1.0,1.0,4,1,,0.6666666666666666,,0.6666666666666666,0.5,0.0
2026-05,2026-04,埃及,埃及,e付全酋(小程序),e付全酋(小程序),798,1939,490,1939,307,0,14,22,14,21,6,5,1.0,0.9545454545454546,2,1,0.5,0.8333333333333334,1.0,1.0,1.0,0.0
2026-05,2026-04,埃及,埃及,支付宝小程序,支付宝小程序,0,0,0,0,0,0,2,0,0,0,0,0,0.0,,0,1,0.0,,,,,0.0
2026-05,2026-04,埃及,埃及,e付全酋(公众号),e付全酋(公众号),128,381,0,147,128,234,2,4,2,4,1,2,1.0,1.0,1,1,0.0,0.0,,0.0,1.0,0.0
2026-05,2026-04,埃及,埃及,公众号,公众号,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,越南,越南,__ALL__,来源汇总,22289,22845,19874,20267,2414,2579,849,796,727,628,325,328,0.856301531213192,0.7889447236180904,172,104,0.5477707006369427,0.5661538461538461,0.4339622641509434,0.3125,0.2441860465116279,0.3557692307692308
2026-05,2026-04,越南,越南,易付全球(小程序),易付全球(小程序),15447,15015,13476,12919,1971,2095,541,469,472,382,221,224,0.8724584103512015,0.814498933901919,136,68,0.5829145728643216,0.5429864253393665,0.4146341463414634,0.2777777777777778,0.22058823529411764,0.36764705882352944
2026-05,2026-04,越南,越南,easy大马生活(公众号),easy大马生活(公众号),0,6,0,6,0,0,0,4,0,1,0,1,,0.25,2,8,0.0,,,,0.0,0.0
2026-05,2026-04,越南,越南,易付全球(公众号),易付全球(公众号),4321,4651,4109,4394,212,258,224,215,193,172,76,78,0.8616071428571429,0.8,18,18,0.5121951219512195,0.5131578947368421,0.6,0.1111111111111111,0.3888888888888889,0.4444444444444444
2026-05,2026-04,越南,越南,easy大马生活(小程序),easy大马生活(小程序),278,113,278,113,0,0,16,8,14,6,8,3,0.875,0.75,10,5,0.6666666666666666,0.375,,,0.0,0.0
2026-05,2026-04,越南,越南,e付全酋(小程序),e付全酋(小程序),470,628,394,568,76,61,12,17,11,14,8,7,0.9166666666666666,0.8235294117647058,3,3,0.2727272727272727,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333
2026-05,2026-04,越南,越南,支付宝小程序,支付宝小程序,1621,2220,1556,2085,64,135,53,79,34,49,14,16,0.6415094339622641,0.620253164556962,9,5,0.3333333333333333,0.42857142857142855,0.0,0.5,0.2222222222222222,0.2
2026-05,2026-04,越南,越南,e付全酋(公众号),e付全酋(公众号),152,212,61,182,91,30,3,4,3,4,3,4,1.0,1.0,3,2,0.0,0.6666666666666666,,0.5,0.6666666666666666,0.5
2026-05,2026-04,越南,越南,公众号,公众号,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,刚果金,刚果金,__ALL__,来源汇总,15278,21248,14203,19406,1075,1842,216,205,185,174,95,82,0.8564814814814815,0.848780487804878,28,21,0.6805555555555556,0.5473684210526316,0.6666666666666666,0.2,0.21428571428571427,0.2857142857142857
2026-05,2026-04,刚果金,刚果金,易付全球(小程序),易付全球(小程序),10767,11650,10007,10246,759,1403,148,122,128,101,69,50,0.8648648648648649,0.8278688524590164,20,15,0.6590909090909091,0.463768115942029,0.75,0.15384615384615385,0.2,0.26666666666666666
2026-05,2026-04,刚果金,刚果金,easy大马生活(公众号),easy大马生活(公众号),0,0,0,0,0,0,1,0,0,0,0,0,0.0,,0,0,,,,,,
2026-05,2026-04,刚果金,刚果金,易付全球(公众号),易付全球(公众号),4438,9598,4196,9160,242,438,64,83,56,73,27,33,0.875,0.8795180722891566,8,6,0.6785714285714286,0.7037037037037037,0.5,0.5,0.25,0.3333333333333333
2026-05,2026-04,刚果金,刚果金,easy大马生活(小程序),easy大马生活(小程序),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,刚果金,刚果金,e付全酋(小程序),e付全酋(小程序),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,刚果金,刚果金,支付宝小程序,支付宝小程序,73,0,0,0,73,0,3,0,1,0,1,0,0.3333333333333333,,2,0,,0.0,,0.0,0.5,
2026-05,2026-04,刚果金,刚果金,e付全酋(公众号),e付全酋(公众号),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,刚果金,刚果金,公众号,公众号,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,摩洛哥,摩洛哥,__ALL__,来源汇总,26040,21115,17641,15365,8398,5750,796,645,683,562,261,227,0.8580402010050251,0.8713178294573644,254,128,0.4369747899159664,0.41379310344827586,0.272,0.211864406779661,0.3779527559055118,0.4921875
2026-05,2026-04,摩洛哥,摩洛哥,易付全球(小程序),易付全球(小程序),18547,15654,12358,12098,6190,3555,602,518,521,451,196,178,0.8654485049833887,0.8706563706563707,203,100,0.45054945054945056,0.42857142857142855,0.30097087378640774,0.21428571428571427,0.3251231527093596,0.43
2026-05,2026-04,摩洛哥,摩洛哥,easy大马生活(公众号),easy大马生活(公众号),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,摩洛哥,摩洛哥,易付全球(公众号),易付全球(公众号),3775,3661,2012,1552,1763,2110,141,89,113,74,50,40,0.8014184397163121,0.8314606741573034,49,27,0.23076923076923078,0.22,0.11538461538461539,0.12903225806451613,0.5102040816326531,0.5555555555555556
2026-05,2026-04,摩洛哥,摩洛哥,easy大马生活(小程序),easy大马生活(小程序),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
2026-05,2026-04,摩洛哥,摩洛哥,e付全酋(小程序),e付全酋(小程序),1876,617,1876,617,0,0,26,14,23,13,7,4,0.8846153846153846,0.9285714285714286,0,0,0.75,0.5714285714285714,,,,
2026-05,2026-04,摩洛哥,摩洛哥,支付宝小程序,支付宝小程序,165,94,103,9,62,86,5,2,4,2,4,2,0.8,1.0,3,1,0.0,0.0,,0.0,0.6666666666666666,0.0
2026-05,2026-04,摩洛哥,摩洛哥,e付全酋(公众号),e付全酋(公众号),1677,1089,1293,1089,384,0,22,22,22,22,6,6,1.0,1.0,2,1,0.75,1.0,,1.0,1.0,0.0
2026-05,2026-04,摩洛哥,摩洛哥,公众号,公众号,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,
